YEAR,LocationAbbr,TopicDesc,MeasureDesc,Smoke_Rate,Data_Value_Std_Err,Sample_Size,Gender,Education,GeoLocation
2003,RI,Cigarette Use (Youth),Smoking Status,1.5,0.3,1181,Female,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Cigarette Use (Youth),Smoking Status,50.1,1.8,1999,Overall,High School,"(41.708280193, -71.522470314)"
2003,RI,Cigarette Use (Youth),Smoking Status,2,0.3,2333,Overall,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Cigarette Use (Youth),Smoking Status,7.9,1.2,1060,Female,High School,"(41.708280193, -71.522470314)"
2003,RI,Cigarette Use (Youth),Smoking Status,17.5,1.4,2061,Overall,High School,"(41.708280193, -71.522470314)"
2003,RI,Cigarette Use (Youth),Smoking Status,23.6,2.2,1084,Male,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,7.2,0.8,1058,Female,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,4.9,0.5,1196,Female,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,1.3,0.3,1064,Female,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,0.1,0.1,1064,Female,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,0.4,0.2,1192,Female,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,3.6,0.4,2085,Overall,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,0.8,0.3,1155,Male,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,1.9,0.4,2353,Overall,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,11.6,0.5,2060,Overall,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,5.3,0.8,1007,Male,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,10.5,0.9,1157,Male,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,1.1,0.3,1192,Female,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,7.8,0.5,2359,Overall,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,15.9,0.8,995,Male,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,2.5,0.6,1155,Male,Middle School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,0.8,0.1,2085,Overall,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,1,0.2,1007,Male,High School,"(41.708280193, -71.522470314)"
2003,RI,Smokeless Tobacco Use (Youth),User Status,0.7,0.2,2353,Overall,Middle School,"(41.708280193, -71.522470314)"
2003,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,43.8,4.7,213,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,65.4,6.4,101,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,50.5,3.9,419,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,59.3,4.3,204,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Percent of Current Smokers Who Want to Quit,67.4,5.5,56,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,56.4,3.3,235,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,44.5,4.2,236,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,54.1,9.1,62,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,49.8,2.8,473,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,55.5,7.8,119,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,57.4,13.9,56,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,21.1,2.3,2314,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,22.1,2.4,1160,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,54.1,1.7,943,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,1.3,0.5,1196,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,13.9,1.4,882,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,25.1,1.8,957,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,6.8,1.3,1206,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,57.9,1.4,1819,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,19.9,2.8,1148,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,5.9,1.5,1196,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,61.5,2,864,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,1.3,0.4,2412,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,27.1,1.3,1849,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,11,1.6,957,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,6.4,1.1,2412,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,12.5,1,1849,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,29,2.1,882,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Cigarette Use (Youth),Smoking Status,1.3,0.4,1206,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,3.1,0.7,1222,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,4.1,0.8,1862,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,18.5,1.9,886,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,6,0.9,961,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,12.4,1.4,1862,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,2,0.5,2433,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,0.4,0.1,2433,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,0,0,1202,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,29.3,2.3,1858,Overall,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,6.4,1.1,1210,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,1.6,0.4,961,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,1222,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,0.6,0.3,1202,Female,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,9.3,1.1,2448,Overall,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,6.5,1.3,886,Male,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,12,1.5,1231,Male,Middle School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,17.2,1.6,958,Female,High School,"(44.353130053, -100.373530637)"
2003,SD,Smokeless Tobacco Use (Youth),User Status,40.9,3.2,887,Male,High School,"(44.353130053, -100.373530637)"
2003,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,27.2,10.5,59,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,63.1,8.2,73,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,59.7,7,191,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Percent of Current Smokers Who Want to Quit,57,8,117,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,66.6,6.8,93,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,52,4.7,132,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,29.3,9.5,71,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,58.5,4.7,226,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,0.3,0.1,1300,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,26.8,4,1201,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,11.3,2.4,1251,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,28.9,3.6,2483,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,0.6,0.3,2735,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,7.4,1.8,1220,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,0.9,0.6,1430,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,12.8,2,2655,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,3.3,0.8,2735,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,3.1,0.8,1300,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,8.8,1.8,2536,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,2.1,0.5,1220,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,30.9,3.7,1278,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,3.5,1.7,1430,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,14.2,2,1397,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,4.2,1.3,1310,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,3.2,0.8,2536,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Cigarette Use (Youth),Smoking Status,10.1,2.1,1310,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,0.6,0.4,1222,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,6.1,0.7,1311,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,1.4,0.4,2523,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,6,1.4,1229,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,0.6,0.5,1437,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,10,1.6,2538,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,1.6,0.7,1222,Female,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,6.4,1.1,1295,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,4.1,0.8,2523,Overall,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,1.8,0.8,2749,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,2.3,1.6,1437,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,0.2,0.1,1306,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,13.6,1.7,1305,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,5.4,0.9,1450,Female,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,2.2,0.6,1295,Male,High School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,5.7,0.6,2767,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,1.3,0.4,1306,Male,Middle School,"(39.360700171, -111.587130635)"
2003,UT,Smokeless Tobacco Use (Youth),User Status,0.4,0.3,2749,Overall,Middle School,"(39.360700171, -111.587130635)"
2003,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,44.8,5.5,89,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,,,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,,,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,51.4,7.1,51,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,53.8,5,100,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,26,1.8,857,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,29.1,2.1,867,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,1.3,0.3,1803,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,1.5,0.4,877,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,6.6,0.8,1803,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,6.4,0.8,917,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,1.1,0.3,917,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,27.6,1.3,1732,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Cigarette Use (Youth),Smoking Status,6.5,1.2,877,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,3.6,0.7,914,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,13.2,1.3,922,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,9.5,0.8,1823,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,0.4,0.1,1819,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,2.5,0.4,1819,Overall,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,0.7,0.2,914,Male,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,0,0,896,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,5.7,0.8,893,Female,Middle School,"(44.393191174, -89.816370742)"
2003,WI,Smokeless Tobacco Use (Youth),User Status,1.3,0.3,896,Female,Middle School,"(44.393191174, -89.816370742)"
2004,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,62.3,4.9,112,Female,High School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,54,2.4,264,Overall,High School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,41.1,7.7,72,Male,Middle School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,48.7,4.3,150,Male,High School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,42.5,4.5,145,Overall,Middle School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Percent of Current Smokers Who Want to Quit,44.2,4.4,73,Female,Middle School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,57.1,3.9,176,Male,High School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,41.3,6.5,76,Male,Middle School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,59.6,2.6,318,Overall,High School,"(32.840571122, -86.631860762)"
2004,AL,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,63.7,3.5,140,Female,High School,"(32.840571122, -86.631860762)"
